ItemID,SentimentText,Sentiment
5202,"#2 - @ellerichards my acee from another placee. `s been about 5 years and she never ceases to amaze me  just, go follow her lol.",1
5203,"#2 - i finally met a guy that i think is cute, funny, a gentleman, and has a million things in common w/me..but he's 22 and lives in FL ",0
5204,"#2 in Poker last night   Quite a long way off #1, but still, that's better than third.  Was pretty rusty to start, too - no game for ages.",1
5205,#24 episodes 23+24 preair have been released  /me downloads,1
5206,"#26 Cant say I'm looking forward to my blood transfusion today, but external treatment finishes on Thursday ",1
5207,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  ",0
5208,#30SECONDSTOMARS #marsiscoming #30SECONDSTOMARS #marsiscoming #30SECONDSTOMARS #marsiscoming #30SECONDSTOMARS  #30SECONDSTOMARS,1
5209,#30SECONDSTOMARS #marsiscoming #30SECONDSTOMARS #marsiscoming #30SECONDSTOMARS #marsiscoming #30SECONDSTOMARS #marsiscoming ,1
5210,"#33 - Most Viewed (Today) - Reporters #33 - Most Viewed (This Week) - Reporters on YouTube, yay  http://www.youtube.com/user/Jazzabelle85",1
5211,#3aaah git is driving me crazy ,0
5212,#3breakupwords : size does matter ,1
5213,#3breakupwords @spanishkisses beats me ,0
5214,#3breakupwords out of cash! ,1
5215,#3breakupwords you have changed ,0
5216,#3hotwords &quot;I Do Swallow.&quot; (via @tracyewilli) Oh please swallow (&lt;--via@nsane8) #3hotwords -- I ALWAYS Swallow ,1
5217,#3hotwords all right here  NSFW &gt;&gt; http://bit.ly/RjluN,1
5218,#3hotwords DJ Sam House http://www.hottweeters.com/djsamhouse/hotties ,1
5219,#3hotwords Double-Double Animal Style ,1
5220,#3hotwords hi to @StephHeartsUxo! ,1
5221,#3hotwords Kim Jong il. http://tinyurl.com/ad5z3j Awww yeah. ,1
5222,#3hotwords pull my hair ,1
5223,#3stalkerwords - you're not home ,0
5224,#3stalkerwords I'LL BE WAITING ,1
5225,#3turnoffwords &quot;are you in?&quot; ,1
5226,#3turnoffwords &quot;it is in...&quot; muwhahaha ,1
5227,#3turnoffwords Get off me isnt that obvious ,1
5228,"#3turnoffwords green, infections, my moms place, can i come ",1
5229,#3turnoffwords hurry &amp; wait. this is what my whole day will be ,0
5230,#3turnoffwords I dont have any..well ur ass outta luck cause u ant gettin any  booyaaahsaahkaa,1
5231,#3turnoffwords I'm wearing tights! ,1
5232,#3turnoffwords no not tonight ,0
5233,#3turnoffwords Pres. Clarence Thomas ,0
5234,#3turnoffwords size dont matter... ,0
5235,#3wordsaftersex  READY FOR MORE!!  i love me some @hilljustin !!!,1
5236,#3wordsaftersex : Delete My  Number !!!    Aouch   #3stalkerwords,0
5237,#3wordsaftersex goodbye innocence!!! ,0
5238,#3wordsaftersex 'I broke it?!?!' lol ,1
5239,#3wordsaftersex im so tired! ,1
5240,#3wordsaftersex my turn yet? ,0
5241,#3wordsaftersex Your Name please? Lol! ,1
5242,#45p Damn it sounds like Carnival in my living room! Got my soca on since I can't go to Zumba ,0
5243,#48 Jimmy Johnson won!  Had the better car.  Too bad for #24 who didn't have a good car.  ,0
5244,#5dollartees have just been ordered ,1
5245,#7663372 http://tgr.me/g/7663372 ~ hi everyone  happy friday,1
5246,"#95 &quot;Carpe diem. Seize the day, boys. Make your lives extraordinary.&quot; - Robin Williams as John Keating in Dead Poets Society, 1989 ",1
5247,"#abhl all this talk of SPN and Musicals makes me so desperately want one, but I can't imagine JP going for it ",1
5248,#acdc - Iam obviously shit ,0
5249,#addictedto high heels that I can't even walk in ,0
5250,#addictedto my blackberry 8900 ,0
5251,#aion_liv Will there be any further comps for EU Keys this weekend?  All I keep seeing is NA ones ,0
5252,#air france so sad ,0
5253,#Alchemilla show tonight CANCELED. Sad and sorry ,0
5254,#alexisonfire &quot;young cardinals&quot; ? http://twt.fm/143932 -- can't wait 'till the new album comes out ,1
5255,#Alfresco problem: what is the max length of &quot;d:text&quot;? I have data for a property  that exceeds 5K characters  ,0
5256,"#alliances Best practices - @Stalwartcom podcast with yours truly, glossing over alignment &amp; metrics topics   http://payonperformance.com",1
5257,#AllTimeLowSuckMoreCockThanAWellPaidWhore    repost this shit for the love of sanity,1
5258,#alltimelowweek ,1
5259,#amazon #fail I decided to buy some mp3 downloads from @amazonmp3 this morning with a gift certificate. It just charged me without asking ,0
5260,#amgrat ...for new oppotunities...for understanding it is not the world but only me standing in my own way...for a lovely day ,1
5261,"#amtarot HighPriestess Had never meditated, 1st metaphys gathering ever, closed eyes, saw space shuttle for stranger--he was retired/NASA ",1
5262,#android metaldetector says my laptop has metal...and the laundry has not...accurate enough ,1
5263,"#Ferber #waketraining Despite last night's drama &lt;http://tr.im/nhsF&gt;, Rohan slept well (8:15p to 6:00a) three nights in row. ",1
5264,"#FF #4 @LeslieSanchez &amp; @mccainblogette prove that not ALL the fun girls are Democrats! Funny, kind &amp; smart even if conservative. ",1
5265,#ff #music #followfriday  @TRE_BOOGIE  &lt;&lt; because he cared enough to tell me to get some sleep ,1
5266,#FF @1stladyaye (homie!) @relleyrelle(Bestie  @maf_capital_llc (my tweeple 4real lol) @G5Gi @useofforceent (my music tweeps),1
5267,#ff @adreame b/c her earring line is hot esp for the little ones  she's great,1
5268,#FF @AriesChild she is my Vegas buddy &amp; A Laker lover uuugh but I love her even though I'm all the way n Chicago ,0
5269,"#ff @extraordmommy @tammyburnell @john_stiles  these people are supportive and kind, All my ff are people I have talked to, they are nice ",1
5270,#ff @herbadmother because her mom made me cry good tears yesterday ,1
5271,#FF @jasonridge1 @chelsealately @racheltrue @HartHanson @EricMillegan why? just because! ,1
5272,#FF @lennytoups  she likes the Lakers ,1
5273,"#FF @LifeQuips, too funny ",1
5274,#ff @Tattooed_Mummy because she just broke Microsoft and her wit is as sharp as her teeth ,1
5275,#FF and of course @universalbarbie! there's no barbie that's better ,1
5276,#FF Family  @mignonsicard @gabbysicard @dufrenedana @cloudnineandten @paigekf @chivy6 @jmchauv @jasonchauvin @roychauvin @carmenchauvin,1
5277,#ff Keep an eye on the claw and the new U2 tour taking shape over the course of June through @atu2 which was inspired by @mattmcgee ,1
5278,"#FF love to this scrumptious gal ---&gt; @alhpixie She sometimes gets bored, so entertain her fellas LOL ",1
5279,#FF My cyber homeboy thought i forgot about him  follow him hes a funny dude!!! @MeLallmighty,0
5280,#FF Red Sox Girls: @BoSoxCutie19 @bitchinmona @shelley1005 @GeekWearsPrada @thebestofhands @ShelliMayfield @LuvMyFeline @wearetheredsox. ,1
5281,"#FF Smart, Witty, &amp; Sassy Ladies (Did I mention Smart?)    @kimdhbutler @jbranigan @williger @beingswell",1
5282,#ff sports: @BaseballFanNat @BKCyclones @blind_baseball @ESPNBaseball sorry for not getting around to everyone my phone is acting up ,0
5283,#ff thanks to @zenbitch @actionchick @stageplay @geekgirls @dave_horror @BoiLoDdi @_Brandee @jeremybuff (via @filmgurl11) Thank you! ,1
5284,"#FF The first part of her bio caught my attention, I'm still working on the details  @ChitaHearse",1
5285,#ff Tweeps w/whom I'll probably never get to have a drink  @HeyTammyBruce @RWSparkle @pinkelephantpun @JTlol @EdMorrissey,0
5286,"#FF:  @GeraldWhite:  My new, virtual mentor. ",1
5287,"#finaltweet Guys, I have to tell you this before I die. It was @CeciliaBFoxy; I can hear her breaking down the door, even now. Goodbye. ",0
5288,#firstrecord Behind the Green Door - shakey Stevens  dont' laugh to much,0
5289,#FirstRecord Crazy by Icehouse ...still love the song and the naband to this day ,1
5290,#firstrecord First single i bought was Spice Girls 2 become 1 !! First album i think was Now 35; but with own money was Hanson ,1
5291,#FleetWeek--glad I take the RI Bridge to and from work ,1
5292,#Flickr: is there any problem to access the website or it's just me? I can't go to Flickr for 3 days in a row! ,0
5293,"#flowers BOTD Place colorful gerbera daisies in sq vase add greens, viburnum snowball and brunches http://twitpic.com/7hjqx ",1
5294,#flylady *goes to* reboot laundry and do 15 min of flat surface clearing in kitchen *next up* 15 min in front of computer. ,1
5295,"#flylady 1st load drying, 2nd load started, folded &amp; put away towels dh didn't finished, making a little progress  also downloading pics",1
5296,"#flylady Collected DKs, quick pitstop before we're off back to school for party/dinner (I'm organising). I'll catch #NEWO on BTR archive! ",1
5297,"#flylady finger cut,while washing a class that broke  plaster on lets put timer on 2 continue with dishes ...",0
5298,"#flylady For now I'm finished in closet, too hot to pull out anything today. Made good progress, can walk into it now  no clothes on floor",1
5299,#flylady gm/hey girls! Laundry rebooted and enjoying the silence and extra me time thanks to family sleeping in ,1
5300,"#flylady good morning.  dh had to fix my computer this a.m., was acting very strange yesterday &amp; couldn't get into anything ",0
5301,"#flylady kids snacks packed 4 tomorrow, having bed time snack, finishing watching The Pagemaster, dd's last day of Kindergarten tomorrow ",0
5302,"#flylady Laundry and regular upkeep, that's it.  This is nice.  ",1
5303,#flylady Listening to the Focus Makes Me Fabulous show by FlyLady Tools on BlogTalkRadio - http://tobtr.com/s/549205 ,1
5304,"#flylady lunch has been consumed, ds2 down for his nap, that's my cue to catch one too! BBL ",1
5305,"#flylady off to sort &amp; start, me complaining won't get it done, time to adjust my attitude ",1
5306,#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,0
5307,"#flylady ok, dinner in oven, having lasagna &amp; salad, did some knitting, dozed a little, drank lots of water, headache finally almost gone ",1
5308,"#flylady ok, just glanced in lr, boys in there, I think they are part hurricane!!  I need to let them have some time b4 cleaning ",0
5309,"#flylady ok, lost my motivation after that nap, tea not kicked in yet  have 15 minutes till I have to leave to pick up kids",0
5310,"#flylady OK, siesta, 6min # NEWO http://bit.ly/Kxxl8  and 15 min paperwork ",1
5311,"#flylady purchased the gift cards, 1stds10's Nintendo DS not working, now have to get in touch with Nintendo so they can fix it ",0
5312,"#flylady WHB status: 4 tasks done, 'take out trash' now, which I did after school run. So having rye/pb/jam and OJ. Then I'm off again! ",1
5313,#flylady which fell over in my car on the last turn before my road!! Now taking a spoon &amp; going outside to repot the plant &amp; get the dirt ,0
5314,#follow @spreadingjoy the name say it all ,1
5315,#Follow Friday wtf is that? lo I'm guessing this is it lol: @HumanCollective @GaxAngel @caffeinatedKiss @befosaur ,1
5316,"#FollowFirday - @webmarketingmav, @Harith, @SEOCopy, @Halfdeck, @shonali, @epcotx, @SEOdojo, @DanTanner - you'll love them ",1
5317,#followfriday - @KhloeKardashian - Everybody's favorite  ,1
5318,"#followfriday  @knealemann a smart intelligent, engaging, spot on, handsome did I mention smart ?  Happy Friday everyone",1
5319,#followfriday  @psjbutler  thank you for the folliday!! ,1
5320,#followfriday - couldn't fit everyone on  @lulurocks3 @Brannigans  @bobbolicious @wozlewis @djkey - all my great friends here on twitter!,1
5321,#followfriday  HappyForTheeze Helpers  @RobertUmpleby @KikiValdes @lyndons,1
5322,#followfriday  people are filing up to enter the mosque next to my office.,1
5323,#followfriday #lakers #sports  @JodyWatly @JohnLegend @Alicejam @heykim. @ohbribri Go #Lakers! ,1
5324,#followfriday @140LoveBird - Thanks!!!  xo,1
5325,#FollowFriday @21119....one of my favorite people. ,1
5326,#followfriday @Al_AzZ  ,1
5327,#FollowFriday @AmericanWomannn @MissBeckala @GinaATL @LoriMoreno - These ladies make me smile ,1
5328,#followFriday @Angel42579 &lt;-- she likes Vegas ,1
5329,#followfriday @Annjj  cos she tastes like cherry cola  xxxx,1
5330,#followfriday @aussieBum  for all the twit pics of male models  @fastidiousbabe  &amp;  @jetsetsocialite  for all the cool fashion updates ,1
5331,#FollowFriday @bersheba hi sorry I am watching bad news here ,0
5332,#Followfriday @Bizarre57 Follow Barry... such a nice bloke!   ,1
5333,#followfriday @BrainGuyJerry thanks so much for the mention!!! ,1
5334,#followfriday @bruffstar Ledge! ,1
5335,#followfriday @Carrickman A Twitter newbie but has made me laugh a few times already. Observations on Bradford wildlife  Worth a follow.,1
5336,#followfriday @caseconnor because she's my girlfriend ,1
5337,#followfriday @catawu  thanks for the feedback ,1
5338,#FollowFriday @cmpriest is a writer whose words as sharp &amp; shiny as diamonds. You will thoroughly enjoy her writing &amp; Tweets. ,1
5339,#followfriday @consciouscats because she's on a similar wave length as me ,1
5340,#followfriday @countersound &amp; @hmspmusic two gr8 labels that support upcoming house producers ,1
5341,#followfriday @creattica @inspiredm @ronicadesign @JamisonKelly @AndyBeard @KISSmetrics... maybe I'm repeating myself but they're great! ,1
5342,"#followfriday @DanielBettridge @feelgoodguru @katiedidwhat (sorry, forgot u 2 earlier  ) @rachelcw @coachkiki @ODannyGirl7 @timeril",0
5343,#FollowFriday @DanielFielding cuz he's a nice kid &amp; don't hate me cuz I said that  @Braincrayon cuz a name like that SHOULD be followed!,1
5344,#FollowFriday @deanhunt Happy Birthday ,1
5345,#followfriday @DianaKhalil for awesome web development and social media links  she is a great person to know and treasure ,1
5346,#followfriday @Donnette because she's a very interesting person who blips fantastically too ,1
5347,#FollowFriday @ElizabethBanks is a gorgeous actress whose Tweets are full of humour and wit and intelligence. You'll love her. ,1
5348,#FollowFriday @elocio ==&gt; most generous in giving Friday Love ,1
5349,#followfriday @enhance_me beautiful enhanced pictures completely unique - think I might get myself one of the kiddies ,1
5350,#Followfriday @erincarly Because she is one of my &quot;homies&quot; and a Diva of photography. Throw some gigs her way. You won't regret. ,1
5351,#followfriday @evregirl because she is so awesome and authentic @twanjikalula cause he is funny and friendly and in TV ,1
5352,#followfriday @f1fanatic_co_uk @F1Wolf @sebmatthews other f1 tweeters /blog sites ,1
5353,"#Followfriday @fiercemichi Sendin the love, ran out of the room Follow the michi ",1
5354,"#followfriday @foyboy 1) She had Skips on her face earlier this week, 2) Name-checks me on the telly in a grand, spectacular fashion ",1
5355,#followfriday @FranAspiemom @lucylemon 2 lovely ladies you must follow. Twitter is incomplete without them.  http://twurl.nl/l4gske,1
5356,#followfriday @fudgecrumpet @mrsfudgecrumpet @Hapson @Dojie @anz_rocks  good people to know. ,1
5357,#followfriday @gabbler - hes a funny 1 @kirstieallie - so funny @drakeshipway - apps &amp; stuff @CMoz - technology stuff &amp; laughs  my 1st FF,1
5358,"#followfriday @GoddessLeonie , @starshyne , @MedGarden420 , @VeganDrus , @420thoughts , @knotby9 all groovy people ",1
5359,#FollowFriday @HotForWords - don't you wish your English teacher (from Russia)  looked like that?  #babe,1
5360,#followfriday @idaremyidea my #awesome Australian friend . full of joy and laughter. A great friend ,1
5361,#followfriday @ikki_oo  great fun  goodtimes ,1
5362,#followfriday @IndyCSz you rock! It was great seeing you yesterday. ,1
5363,#followfriday @jadpad since she's going to protect her updates very soon..so get in quick!;-) And @VeryShortStory gr8 bite size fiction! ,1
5364,#FollowFriday @JamieGator @1MysteryGirl  @dmattpreston @JuanitaBerguson @rcul8r  &lt;--- Because they say nice things in their FF tweets ,1
5365,#FollowFriday @JArmintrout is a genius writer who soon will have world-wide acclaim for her talent. Her books &amp; Tweets are a JOY to read! ,1
5366,#followfriday @JasonBradbury @jamessilverlake @ryanblock @inkedmn @darenBBC - all wicked Tweeters ,1
5367,#followfriday @JenniferElaina Thanks for the shout out. His name is Ramses  Have a nice day,1
5368,#followfriday @justjayde cuz she's nuts ,1
5369,"#followfriday @karyn_c @angela_woo @pineapplePD @kalodesigns @randiohdesigns @shanknits WHY FOLLOW? CUZ THEY'RE COOL CHICKS, LIKE MYSELF! ",1
5370,"#FollowFriday @ke77kat OMG a day without this amazing woman is like a day without sun. You'll love her, need her &amp; adore her! ",1
5371,#followfriday @kiwiwi @anabell39 @twittfisch @angryyoungman2 @jane_doe_german @uinnberlin @germanytoday ...&amp; last but not least: @cc30 ,1
5372,#FollowFriday @KristineRusch is a genius writer. Her books &amp; Tweets are fantastic reads. She's wonderous! You'll LOVE her. ,1
5373,"#followfriday @lepetitbebe, formerly known as @YayaSue ",1
5374,#followfriday @lindsa  Serious and not serious conversation on and off-beat ,1
5375,"#FollowFriday @LisaShearin is a talented writer whose words sparkle like dew upon the grass. Follow her, you'll love her. ",1
5376,#followfriday @loriellenew http://imdb.com/name/nm0627581/ Hollywood actress all about positivity ,1
5377,#followfriday @LucasBlack @jaybranch @ab_p @spook 68 @Dojie @its_Claire @Hyper8 just some to follow ,1
5378,"#followfriday @Luvschweetheart Again, it might be mostly because her avatar rocks.  And she is fun to tweet to ",1
5379,"#followfriday @mamakelly , @newrose , @arholtz , @BritNastyB , @mjbadass don't miss out on these all worth a follow ",1
5380,#followfriday @Mandie_M @Verwon @mmangen  @drpants @scarletmandy @churchpunkmom and some more awesome tweeps! Followww! &lt;3 ,1
5381,#followfriday @Maria Aguilar@Alegria21@LettyA@formulacyan@peachonice  &lt;3,1
5382,#FollowFriday @martynamusic @mktweetup ... good tweeps ,1
5383,#FollowFriday @mattlogelin 'life and death. all in a 27-hour period' This cool guy lost his wife within 24 hours of their bub being born ,0
5384,#followfriday @merlinfx  Good friend in the IT/Web Industry. ,1
5385,#followfriday @missbeckala @adamandeve @140lovebird @bikini_beat Some of my favs!!! ,1
5386,#followfriday @mmhastings because he has said he will keep us informed over the summer re &quot;Champ&quot; the Lake Champlain monster! ,1
5387,#followfriday @Mnmissy because she is only 7044 on twitterholic.com and we should help her improve that score ,1
5388,#followfriday @moggy99 @woywegian @ozdj 4 the antipedian experiences @seismicshed @tomatthechad  4 the male view @bombayley @suziq13 4 ?? ,1
5389,"#followfriday @mrgunn for science and all sorts of useful information, based in lovely San Diego, a bustling biotech cluster ",1
5390,#followfriday @MyChemChat ,1
5391,#FollowFriday @nik_kee_dee cos she plays the bass in HOTPANTS!??? OMG! ,1
5392,#followfriday @PermanentTrails WHOA...bunnies didn't look like that when I was a youngin'...lol. Thanks for your share tonight. ,1
5393,"#followfriday @pippip1 Hi all, pip is new to Twitter, a fan of #BGT and a good laugh - Please add here to your following list  @conkinho",1
5394,"#followfriday @PITCHERPARK an awesome mom, friend, and all around sweetheart! ",1
5395,#FollowFriday @PopArtDiva &lt;--- She's my virtual drinking buddy!   Come join the party!! ,1
5396,#followfriday @RoRuby although she doesnt consider me a sweetheart to ,0
5397,#followfriday @rustyrockets --&gt;you wont regret it ,1
5398,"#followfriday @sheephogan, @MarDeck, @sheephoganess because, well...they're all a hoot! Love these guys! Make me smile... ",1
5399,#followfriday @SlashWeb @moin86 @0boy @warrior007 @ThePowerDigger Cool tweeps to follow! ,1
5400,#followfriday @TessMorris @mozwold @emmacrook @dannypcrook @NanaRaine @Beverleyknight coz they are FAB tweeps  xxx,1
5401,#followfriday @the_c_word @ipooped  going for the nasty this week ,1
5402,#FollowFriday @TheKJA is Kevin Anderson a tremendously talented writer whose books &amp; Tweets you just can't get enough of. You'll love him ,1
5403,"#Followfriday @ThePrincess Pug, @SheriSalata, @DrOz. @sailingpug, @cesarmillan, @iConservePA, @WestShoreRec ",1
5404,#followfriday @tiggercolman Annoyingly talented radio man and all-round good guy. Makes me sick ,1
5405,"#followfriday @VegasWalkinDude aw, aren't you sweet! Follow this guy for extreme amusement ",1
5406,#followfriday @vene2ia @actionchick @Luuyaland @Sarahndipitous @murnahn @davidjlowe @quotesnack (via @americandream09) Thank you!! ,1
5407,#followfriday @weeyin @carolemoyes @carole29 @arancinibaby @tyrelassie @keryje  Hot hot hot!  Great Tweeps!  ,1
5408,#followfriday @weirdralph @Tepherguy @GetBenderNow @ShannonGraham1 @Ericatwitts  #interesting and/or #funny  - more later ,1
5409,#followfriday @wildpanda It was quick. I'm sorry!  ,0
5410,#followfriday @z4nder. Sorry I missed u ,0
5411,"#FollowFriday ~ EVERYONE. I don't want to miss ANYONE...I ? you ALL!!! So, take THAT personally please!!! ",1
5412,#followfriday ~ FOLLOW YOUR BLISS ,1
5413,#followfriday again  @ognawg @CharlesCecil @Codinthepocket @LonoSG @Naughty_Dog @PacManPolarBear @SirSpoon @Viatrophy_BG @yamstersg enjoy!,1
5414,#followfriday and for the Brightonians... @BrightonArgusJo @Brightonfeed ,1
5415,"#Followfriday astrological musts @Astrovibes, @astrolegerthe, @astrologyca, great astrological weather, 2 mentions for @AstrologyLesson ",1
5416,#followfriday evening! @flogance  @jonas_adorer  THANK YOU!,1
5417,#followfriday everyone on my list   lol much love to all my followers,1
5418,"#followfriday gal that is very Tweet &amp; lots of fun. Check out @passionsista &amp; follow her, she's just gr8! ",1
5419,#FollowFriday Get a load of this guy! @TerenceSmelser &lt;--- Not afraid to speak his mind. #MayBlowYOURMind #PlaysWithGunsAndBIGTrucks ,1
5420,#followfriday go follow @brendonuriesays and @amanda_Holden ,1
5421,#FollowFriday good vibes all round with the v lovely @Makenzesgranna ,1
5422,#followfriday great follows and light up the variety in life  @Pembsdave @ceggs @Annhesketh @Moochergirl,1
5423,#FollowFriday Great guys to converse with  @josephbrady @Azlen @Shrewd_Boy  #FollowFriday  ,1
5424,#followfriday hello! TGIF! @silverpeanut @organicbarbee @thesmartipants @rockstarz_mama @dadiaperbank @2chix @papercakes @buymichigannow ,1
5425,#FollowFriday He's one of those people you just wanna hug  @kismet100,1
5426,#Followfriday hint- don't start with @ since then only people already following the first person you list will see it  #ff,1
5427,"#followfriday How about some love for the competition?  My web counterpoint at our sister school, ACU, @scottkilmer.",1
5428,#followfriday I knew I missed someone.  @GeoffBreedwell,0
5429,"#followfriday If I follow them, they're worth your attention.  Thanks @prjctmayhem and @ElyssaD. Keep the #fuckfascism movement going!",1
5430,"#followfriday If you're heading to Buenos Aries, check out my friends @landingpadba http://www.LandingPadBA.com - great guys, great info! ",1
5431,#FollowFriday In honor of my web buddies who moved.  @warpdesign @cianan @BigToach @mikedelgado,0
5432,#followfriday introducing you to @peppysophia. She has awarded me a chrono watch for a twitter contest!!   ,1
5433,"#followfriday Is it still friday? I don't wana go to work tomorow, so much stuff I want, no money for it  Even after the paycheck.",0
5434,"#followfriday loads more but can't list them all now  check my followong list though, they're all worth it!!!",0
5435,"#followfriday Love,Sex, Compatibility Astro-HOTTIE @strology - His work speaks for itself! In the process get to know a wonderul man ",1
5436,#followfriday means one thing follow me @tick0  because I really want to be loved and listen to. ,0
5437,"#followfriday More friends in Sweden: @annaoscarsson, @Raiha , @stellalive ... And did I mention @magnus_n ? ",1
5438,#followfriday my bff from high school and email therapist @stefmcguire ,1
5439,#followfriday My girl who always makes time to reply to me when she can @BabygirlsoMajor  Love ya,1
5440,"#FollowFriday my roommate, who just joined Twitter @LeeshaAnne ",1
5441,#FollowFriday people who use my real name: @lazyage @nicko236 @pressdarling @spanglegluppet I really appreciate that you take the time to ,1
5442,#followfriday recs: @Pharaonick: b/c he has good travel tweets &amp; gives reasons for following on #followfriday. ,1
5443,"#followfriday Such a wonderful and pleasant lady, always nice to interact with! a must-follow! @Serenaf66 ",1
5444, kinda chilly but the sun is out and its not raining  http://twitgoo.com/7alc,1
5445, Kinda depressed... but not showing my emotions.. ahh fuck it ..,0
5446, lady is coming in like 2 hours i dont want her to have onee LOL,0
5447,- last day at the beach  but im excited to be home tomorrow...except im gonna hate the friggin cold weather &gt;,0
5448, last day in turks and caicos... i will miss you ,0
5449, last day in TX. ill b home tmrw!! yay!,0
5450, last full week with my sister....... ima miss her.,1
5451, Last morning in Curaçao. I'll miss the place especially since it 59 F at home right now...should I wear long sleeves on the plane? hmm.,0
5452, last night I fell while I was taking the trash out... I really hurt my arm but now I am feeling better..need to study really soon!,0
5453, last nite  -- tryin to recover,1
5454,- last time ill see you again till almost a year? .. I think so. ,0
5455," Latest CDC infromation on E. coli in raw refrigerated, prepackaged cookie dough: http://tinyurl.com/locbao",0
5456,"- Laughing like a retard.. :| HAHAHA.. ! Nice prank, Gugu. You were hysterical. Sadly.. my knee is still injured.. ",0
5457, laying out and making my little brother spray me with water whenever i get hot ,1
5458, leave what you said as something herd and the the things u havent said should be left unherd.,0
5459, leaving Cali! Heading to LA first.,0
5460, legs feel like I've been doing the stanky leg all nite,0
5461, Less Than 24 Hours Until Lines Vines&amp; Trying Times!!!  @jonasbrothers,1
5462, less than an hour left ,1
5463, lesson learnt... I look like a rock star from kiss haha ,0
5464, lets dick suck together,1
5465, liars suck and everything sucks right now i'm very tired mentally,0
5466, lincoln won't chair dance with meee. hmph.,0
5467," Lines, Vines &amp; Trying Times wasn't out yet. But it IS 16th June. What's going on ?",0
5468, link'e kok dadhi munggah medhun ngene yoo....packet sequence'e akeh sing ilang barang'ik cah...piye iki......ono sing luweh 1000ms (,0
5469,=- Listening to all the old but reyt Good songs,1
5470, listening to sad songs ,0
5471, Listening to: Do you believe in life after love? By Cher  But i don't  I'm so sad! But i already found my dress  yeah! hahah! see you,0
5472, live with me,0
5473, Lizzy hates me now... Why? Taking a break from elizabeth? Thats just cruel.,0
5474, lol &quot;you guys text fast.&quot;,0
5475, lol suprises are just hard to do these days,0
5476, lol. OH WELL. this is pretty cool anyways.,0
5477, lola's still in the hospital...everyone pray for my grandma ok?,0
5478," lonely, drinking crane lake",0
5479, long night. Sleeping now.,1
5480, looking at kitties that need to be adopted. they're so cute! www.petfinder.com. adopt from a shelter! spay and neuter!,0
5481, looking poor for #twenty20 rain means delays at mo feel bad for my daughter so unfair. please mother nature part those clouds!,0
5482, looks like my son's birthday baseball game is going to be rained out. Sad face.,0
5483, lost a little one today ,0
5484, Lost an entire page of work! One and half hours gone!,0
5485, lost my bid on ebay. Oh well there's always next time.,0
5486, Love Lilly. She's amazing... &quot;Was that about the face transplant or Peru?&quot; hehe HANNAH MONTANA1,1
5487, Love you guys! I'm going to work in a few. Know why I'm so happy? Cause I get to sleep tonight!,1
5488, Lovely day.,1
5489, loving the fact that my new roommate wants to make dinner for me every night lol,1
5490, Luck is not on my side today!! I'm in a serious trouble.......Hope I can solve it tomorrow.,0
5491, lunch wid family! thirsty now! watching an old movie which sis loan: wild child.,1
5492, Luv you sissy ,1
5493, Luving the free advice on twitter from RevRun!! Very inspirational wrds.,1
5494, ma plans have changed. and now i must stay at home... soooo sad,0
5495, mac is discontinuing my favorite slimshine in in voile! i must stock up!,0
5496, madnessness,0
5497, Mahalo back to normal. Having some technical difficulties it looks like.,0
5498, mahn i dont like msn it wont even let me sign in ,0
5499, Makes me remember Popcorn..,0
5500, Making Demo's!,1
5501,- Making homemade biscuits &amp; gravy w/ maple sausage  Mmmm...,1
5502, man i feel so fuckin shit. I have fuck all goin for me. May as wel jst kill myself now.,0
5503, man just woke up.didnt want too means have to get up and ready to go back to shitty england!,0
5504, manhattan bound... writin barz on da bus lmfaoo,1
5505, mariahs albums out 2 days before my birthday !!,1
5506, maths mechanics is gona destroy my future,0
5507, Maybe I should just keep my mouth shut cause afterall I am second.,0
5508, mcfly secrets isn't working for me. Is it for everyone esle?,0
5509, Me and @mightymarlz didn't manage to get the #Sims3 pre-order cards. Maybe we'll be able to get the Collector's Edition tomorrow anyway.,0
5510, me and old bf not together.... now im totally single,0
5511," meditating on emptyness - it's free, legal, you can do it anywhere and it takes away the veils that hide instant enduring happiness !!!",1
5512," Methane levels rose after a 10-year lull, CO2 up 2.1 ppm to highest levels on record despite economic slump ( http://tinyurl.com/dh55fs )",0
5513, Michael McIntyre tonight and I'm not allowed to watch it since I'm seeing him in October ,0
5514, Microsoft Windows Guru program came to an end for a lot of east coast guru's,0
5515, might cry  farmyard this weekend @woody748  won't be around,0
5516, miley cyrus &quot;the climb&quot; ? http://twt.fm/140798 #musicmonday,1
5517, Mimi needs to stop doing drugsss,0
5518, miss me wee tobs alreadyy have fun in france dont leave me for to long pall i lovee lovee lovee you (L) i also love juju portsmouth(yn),0
5519," Miss my little monster, but he's with his Daddy this weekend!!!",0
5520, miss my phoneeeeeeeeeeeee aghh.,0
5521, miss texting...,0
5522, missed both days of  &quot;how it ends&quot; def there in spirit,0
5523," missed the anarbor show because i forgot what day today was.. ughhh. sick, sleepless, phoneless, bff-less.. yep lifes just grand.",0
5524, missin my boys rip casey &amp;&amp; michael,0
